COLONY_FAIL_LOG;$OTHER$ managed to to colonize $TARGET$ before us.;$OTHER$ a réussi à coloniser $TARGET$ avant nous.;$OTHER$ hat es geschafft, $TARGET$ vor uns zu kolonisieren.;;$OTHER$ ha conseguido colonizar $TARGET$ antes que nosotros.;;;;;;;;;x;
american_cultures;American Cultures;Cultures américaines;Amerikanische Kulturen;;Culturas americanas;;;;;;;;;x;
CANT_USE_LAST_WAR_GOALS;Selecting this war goal would end the war and can only be done in a peace deal with the war leader;La sélection de cet objectif mettra fin à la guerre, mais nécessite un accord de paix avec le meneur de guerre ennemi.;Die Auswahl dieses Kriegsziels würde den Krieg beenden. Dies ist nur in einem Friedensvertrag mit dem Kriegsführer möglich.;;Seleccionar este objetivo bélico pondría fin a la guerra y solo puede llevarse a cabo en un acuerdo de paz con el líder de la guerra;;;;;;;;;x;
CANCELALLIANCE_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x;
TOPBAR_DEC_SPEED;Decrease Speed;Réduire la vitesse;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x;
fort;Fort;Fort;Fort;;Fuerte;;;;;;;;;x;
fort_short;Fort;fort;Fort;;Fuerte;;;;;;;;;x;
TOPBAR_DEC_SPEED;Decrease Speed;Réduire la vitesse;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x;
IS_GREAT_NATION;Is Great Power;Est une Grande Puissance;Ist Großmacht;;Es una gran potencia;;;;;;;;;x;
NO_DEMOTION;There will be no demotions this month.;Il n'y aura aucune rétrogradation ce mois-ci.;Diesen Monat gibt es keine Degradierungen.;;Este mes no habrá degradaciones.;;;;;;;;;x;
NO_PROMOTION;There will be no promotions this month.;Il n'y aura aucune promotion ce mois-ci.;Diesen Monat gibt es keine Beförderungen.;;Este mes no habrá ascensos.;;;;;;;;;x;
INCREASEOPINION_THEY_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;Opinión mejorada;;;;;;;;;x;
INCREASEOPINION_WE_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhöht;;Opinión mejorada;;;;;;;;;x;
DECREASEOPINION_THEY_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;Opinión empeorada;;;;;;;;;x;
DECREASEOPINION_WE_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;Opinión empeorada;;;;;;;;;x;
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;Añadida a la esfera;;;;;;;;;x;
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;Zu Einflusssphäre hinzugefügt;;Añadida a la esfera;;;;;;;;;x;
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;Retirada de la esfera;;;;;;;;;x;
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;Aus Einflusssphäre entfernt;;Retirada de la esfera;;;;;;;;;x;
INCREASERELATION_THEY_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;Relación mejorada;;;;;;;;;x;
INCREASERELATION_WE_ACCEPT_MAP;Relation increased;Relation améliorée;Beziehung verbessert;;Relación mejorada;;;;;;;;;x;
DECREASERELATION_THEY_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;Relación empeorada;;;;;;;;;x;
DECREASERELATION_WE_ACCEPT_MAP;Relation decreased;Relation détériorée;Beziehung verschlechtert;;Relación empeorada;;;;;;;;;x;
WETARGET_DISCREDIT_MAP;Discredited!;Discrédité !;In Verruf gebracht!;;¡Desacreditado!;;;;;;;;;x;
WETARGET_EXPELADVISORS_MAP;Advisors expelled!;Conseillers expulsés !;Berater ausgewiesen!;;¡Consejeros expulsados!;;;;;;;;;x;
WETARGET_BANEMBASSY_MAP;Embassy banned!;Ambassade interdite !;Botschaft verbannt!;;¡Embajada cerrada!;;;;;;;;;x;
WETARGET_DECREASEOPINION_MAP;Opinion decreased!;Opinion en baisse !;Meinung verringert!;;¡Opinión empeorada!;;;;;;;;;x;
WETARGET_REMOVEFROMSPHERE_MAP;Removed from sphere!;Retiré de la sphère !;Aus Einflusssphäre entfernt!;;¡Retirada de la esfera!;;;;;;;;;x;
womens_suffrage_movement;Womens Sufferage Movement;Mouvement des suffragettes;Frauenrechtsorganisation;;Movimiento sufragista femenino;;;;;;;;;x;
WAR_GOOD_RELATION;Good relations(§Y$REL$§W) and average consciousness(§Y$CON$§W): ;Bonnes relations (§Y$REL$§W) et conscience nationale moyenne (§Y$CON$§W) : ;Gute Beziehungen (§Y$REL$§W) und durchschnittliches Bewusstsein (§Y$CON$§W):;;Buenas relaciones (§Y$REL$§W) y conciencia media (§Y$CON$§W): ;;;;;;;;;x;
make_slave;Create Slave State;Créer un État esclavagiste;Sklavereistaat erstellen;;Crear estado esclavista;;;;;;;;;x;
make_free;Create Free State;Créer un État libre;Freistaat erstellen;;Crear estado libre;;;;;;;;;x;
POP_OTHER_CULT;Other;Autres;Andere;;Otra;;;;;;;;;x;
BLOCKADED_PEACE;Blockaded;Sous blocus;Blockiert;;Bloqueada;;;;;;;;;x;
INCREASE_RELATION_MAX;We cannot get better relations with ;Nous ne pouvons pas entretenir de meilleures relations avec ;Keine besseren Beziehungen möglich zu;;No podemos mejorar más las relaciones con ;;;;;;;;;x;
DECREASE_RELATION_MAX;We cannot get worse relations with ;Nous ne pouvons pas entretenir de pires relations avec ;Keine schlechteren Beziehungen möglich zu;;No podemos empeorar más las relaciones con ;;;;;;;;;x;
BANKRUPTCY_SETUP;When we have a bankruptcy;Si nous faisons faillite;Wenn wir in Konkurs gehen;;Cuando tengamos una bancarrota;;;;;;;;;x;
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
BANKRUPTCY_1;A sad state of affairs!;Faillite !;Konkurs!;;¡Bancarrota!;;;;;;;;;x;
BANKRUPTCY_2;We have been forced to declare bankrupcy.;Nous avons été réduits à la faillite.;Wir wurden gezwungen, Konkurs anzumelden.;;Nos hemos visto obligados a declararnos en bancarrota.;;;;;;;;;x;
BANKRUPTCY_3;All our loans have been cleared,;Tous nos emprunts ont été soldés,;Sämtliche unserer Darlehen wurden gelöscht,;;Todos nuestros préstamos han sido saldados,;;;;;;;;;x;
BANKRUPTCY_4;but this has caused great concern among our population;mais notre population est inquiète;aber dies hat unter unserer Bevölkerung große Besorgnis hervorgerufen;;pero ello ha causado una gran preocupación entre nuestra población;;;;;;;;;x;
BANKRUPTCY_5;and we have lost much prestige in the eyes of the world.;et nous avons perdu une bonne partie de notre prestige aux yeux du reste du monde.;und wir haben in den Augen der Welt viel Prestige eingebüßt.;;y hemos perdido mucho prestigio a los ojos del mundo.;;;;;;;;;x;
BANKRUPTCY_6;In the future banks will be more hesitant to loan us money.;À l'avenir, les banques hésiteront à nous prêter de l'argent.;In Zukunft werden uns Banken zögerlicher Geld leihen.;;En el futuro, los bancos serán más reacios a prestarnos dinero.;;;;;;;;;x;
BANKRUPTCY_LOG;We went bankrupt.;Nous avons fait faillite.;Wir sind Konkurs gegangen.;;Nos hemos declarado en bancarrota.;;;;;;;;;x;
BANKRUPTCY_BTN1;This is not good;Mauvaise chose;Das ist nicht gut.;;No es buena cosa;;;;;;;;;x;
THEY_BANKRUPTCY_SETUP;another country has a bankruptcy;Un autre pays a fait faillite;ein anderes Land hat Konkurs angemeldet.;;Otro país se ha declarado en bancarrota;;;;;;;;;x;
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
THEY_BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;¡Bancarrota!;;;;;;;;;x;
THEY_BANKRUPTCY_2;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x;
THEY_BANKRUPTCY_3;have been forced to declare bankrupcy.;a été réduit à la faillite.;ist gezwungen worden, Konkurs anzumelden.;;se ha visto obligado a declararse en bancarrota.;;;;;;;;;x;
THEY_BANKRUPTCY_4;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_5;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_6;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_LOG;$COUNTRY$ went bankrupt.;$COUNTRY$ a fait faillite.;$COUNTRY$ ist Konkurs gegangen.;;$COUNTRY$ se ha declarado en bancarrota.;;;;;;;;;x;
THEY_BANKRUPTCY_BTN1;Ok;OK;Ok;;Aceptar;;;;;;;;;x;
LIT_CHANGE;Monthly Change;Évolution mensuelle;Monatliche Veränderung;;Cambio mensual;;;;;;;;;x;
precious_metal_desc;Precious Metals are not sold as normal goods but directly converted to money.;Contrairement aux autres marchandises, les métaux précieux ne se vendent pas. Ils sont directement convertis en monnaie.;Edelmetalle werden nicht als normale Güter verkauft, sondern direkt in Geld umgewandelt.;;Los metales preciosos no se venden como mercancías normales, sino que se convierten directamente en dinero.;;;;;;;;;x;
DIPLOMACY_CANNOT_SET_PRIO_BANNED;We cannot influence this nation since our embassy is banned;Nous ne pouvons pas influencer cette nation, car notre ambassade y est interdite.;Wir können diese Nation nicht beeinflussen, weil unsere Botschaft verbannt wurde.;;No podemos influir en esta nación, ya que nuestra embajada ha sido cerrada;;;;;;;;;x;
MILITARY_MOBILIZE;Mobilize our Armed Forces;Mobiliser nos forces armées;Mobilisierung unserer Streitkräfte;;Movilizar nuestras fuerzas armadas;;;;;;;;;x;
MILITARY_MOBILIZE_DESC;Apart from our standing army, our country can also, in the event of war, draw upon additional resources in the form of conscript levies. By ordering mobilization, our conscript armies will begin amassing at major population centers, and begin preparations for full out war. While mobilization may be essential to overcoming a sizable enemy invasion, we must always be wary of its impact on the national economy.;Outre son armée de métier, en cas de guerre, notre pays peut aussi avoir recours à la conscription. Lorsqu'un ordre de mobilisation est émis, nos armées de conscrits se rassemblent dans les principaux centres démographiques et se préparent à engager une guerre totale. Si la mobilisation est essentielle pour repousser une invasion ennemie d'envergure, mieux vaut se méfier de son impact sur l'économie nationale.;Zusätzlich zu unserem stehenden Heer kann unser Land in Kriegszeiten durch den Einzug Wehrpflichtiger zusätzliche Truppen ausheben. Nach Erhalt des Mobilisierungsbefehls versammeln sich unsere Wehrpflichtigenarmeen in großen Ballungsräumen und beginnen mit ihren Vorbereitungen für den Kriegseinsatz. Während die Mobilisierung beispielsweise zur Abwehr einer größeren Invasion notwendig sein könnte, müssen wir vor ihren Auswirkungen auf die nationale Wirtschaft auf der Hut sein.;;Además de nuestro ejército permanente, nuestro país, en caso de guerra, también puede contar con recursos adicionales en forma de levas. Al ordenar la movilización, se empezarán a formar nuestros ejércitos reclutados en los principales centros de población y se iniciarán los preparativos para la guerra. Aunque la movilización puede resultar esencial para afrontar una invasión enemiga de gran envergadura, siempre debemos ser conscientes de su impacto en la economía nacional.;;;;;;;;;x;
MILITARY_DEMOBILIZE;Demobilize our Armed Forces;Démobiliser nos forces armées;Demobilisierung unserer Streitkräfte;;Desmovilizar nuestras fuerzas armadas;;;;;;;;;x;
MILITARY_DEMOBILIZE_DESC;By giving the order to stand down, our conscript armies will leave the field of battle and return to their homes. While any country ravaged by the tribulations of war certainly longs for a return to normalcy, we would do well to first ensure that the war is won, before sheathing our sword.;Lorsqu'un ordre de démobilisation est émis, nos conscrits quittent le champ de bataille pour rentrer chez eux. Comme tout pays ravagé par la guerre, nous sommes impatients de retrouver une vie normale, mais pour cela, nous devons d'abord gagner la guerre.;Nach Erhalt des Demobilisierungsbefehls verlassen unsere Wehrpflichtigenarmeen die Schlachtfelder und kehren nach Hause zurück. Obwohl sich jedes von den Sorgen des Krieges verheerte Land nach der Rückkehr zur Normalität sehnt, sollten wir sicher sein, dass der Krieg auch gewonnen ist, bevor wir das Schwert in die Scheide stecken.;;Al dar la orden de cesar la alarma, nuestros ejércitos reclutados abandonarán el campo de batalla y regresarán a sus hogares. Aunque un país asolado por las adversidades de la guerra anhela, cómo no, recuperar la normalidad, antes de envainar la espada haríamos bien en asegurarnos de que la guerra está ganada.;;;;;;;;;x;
BE_TECH;Technologies:;Technologies;Technologien:;;Tecnologías:;;;;;;;;;x;
BE_INVENT;Inventions:;Inventions;Erfindungen:;;Inventos:;;;;;;;;;x;
TOPBAR_DIPLOPOINTS_GAIN;We gain §Y$VALUE$§W diplomatic points each month;Nous gagnons §Y$VALUE$§W points de diplomatie par mois.;Wir erhalten monatlich §Y$VALUE$§W Diplomatiepunkte.;;Obtenemos §Y$VALUE$§W puntos de diplomacia cada mes;;;;;;;;;x;
TOPBAR_DIPLOPOINTS_BASEGAIN;Base gain: §Y$VALUE$§W diplomatic points;Gain de base : §Y$VALUE$§W points de diplomatie.;Basis-Zugewinn: §Y$VALUE$§W Diplomatiepunkte.;;Ganancia base: §Y$VALUE$§W puntos de diplomacia;;;;;;;;;x;
MOBILISE;Mobilize;Mobiliser;Mobilisieren;;Movilizar;;;;;;;;;x;
DEMOBILISE;Demobilize;Démobiliser;Demobilisieren;;Licenciar;;;;;;;;;x;
BE_INVENT;Inventions:;Inventions :;Erfindungen:;;Inventos:;;;;;;;;;x;
THE_WORLD_IN;The World in $YEAR$;Le monde en $YEAR$;Die Welt des Jahres $YEAR$;;El mundo en $YEAR$;;;;;;;;;x;
TECHNOLOGY_ACTIVATION_YEAR;Activation year:;An. d'activation :;Aktivierungsjahr:;;Año activación:;;;;;;;;;x;
TECHNOLOGY_RESEARCH_POINTS;Research points:;Pts de recherche :;Forschungspunkte:;;Ptos. investigación:;;;;;;;;;x;
TEMP_NEXT;Next;Suivant;Weiter;;Siguiente;;;;;;;;;x;
BUDGET_EXPORTS;National Stockpile Sales: §Y$VAL$§W;Ventes des réserves nationales : §Y$VAL$¤§W;Verkäufe aus Nationalvorrat: §Y$VAL$§W;;Ventas de la reserva nacional: §Y$VAL$§W;;;;;;;;;x;
BUDGET_IMPORTS;National Stockpile Purchases: §Y$VAL$§W;Achats des réserves nationales : §Y$VAL$¤§W;Käufe für Nationalvorrat: §Y$VAL$§W;;Compras de la reserva nacional: §Y$VAL$§W;;;;;;;;;x;
bad_debter;Bad debter;Mauvais payeur;Schlechter Schuldner;;Mal pagador;;;;;;;;;x;
bad_debter_desc;Due to your countrys history of flaky economy banks will demand a higher interest on your loans;Compte tenu des antécédents économiques de votre pays, les banques vous proposeront des emprunts aux taux d'intérêt élevés.;Aufgrund der traditionell unzuverlässigen Wirtschaft Ihres Landes werden Banken für ihre Darlehen künftig mehr Zinsen verlangen.;;Debido al historial de economía poco fiable de tu país, los bancos aplicarán a tus préstamos un interés más elevado.;;;;;;;;;x;
MUST_NEGOTIATE_WITH_WAR_LEADER;We must negotiate with the enemy §YWar leader§W if we are not leading our war;À défaut de dominer la guerre que nous menons, nous devons négocier avec le §Ymeneur de guerre§W ennemi.;Wenn wir den Krieg nicht anführen, müssen wir mit dem feindlichen §YKriegsführer§W verhandeln.;;Si no progresamos en nuestra guerra, tenemos que negociar con el §Líder de la guerra§Y enemigo;;;;;;;;;x;
BAD_ADJ;Baden;Bade;Baden;;Baden;;;;;;;;;x;
WAR_LEADER;§YWar leader§W;§Ymeneur de guerre§W;§YKriegsführer§W;;§YLíder de la guerra§W;;;;;;;;;x;
MUST_NEGOTIATE_WITH_WAR_LEADER_NO_LEFTOVER_WARGOALS;We must negotiate with the enemy §YWar leader§W since making peace with §Y$COUNTRY$§W would end the war;Nous devons négocier avec le §Ymeneur de guerre§W ennemi, car un accord de paix avec §Y$COUNTRY$§W mettrait fin à la guerre.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da ein Friedensschluss mit §Y$COUNTRY$§W den Krieg beenden würde.;;Tenemos que negociar con el §YLíder de la guerra§W enemigo, ya que firmar la paz con §Y$COUNTRY$§W pondría fin a la guerra;;;;;;;;;x<;
WARGOAL_DEMAND;§Y$COUNTRY$§W demands this from §Y$ENEMY$§W;§Y$COUNTRY$§W exige ceci de §Y$ENEMY$§W;§Y$COUNTRY$§W verlangt dies von §Y$ENEMY$§W.;;§Y$COUNTRY$§W exige esto de §Y$ENEMY$§W;;;;;;;;;x;
POP_DETAILS_PROMOTIONS;Promotions:;Promotions :;Beförderungen:;;Ascensos:;;;;;;;;;x;
POP_DETAILS_DEMOTIONS;Demotions:;Rétrogradations :;Degradierungen:;;Degradaciones:;;;;;;;;;x;
NO_WAR_SPHERE_LEADER;Cannot go to war against sphere leader.;Impossible de faire la guerre au tête de sphère.;Kriege gegen Einflusssphären-Anführer nicht möglich.;;No podemos entrar en guerra con el líder de la esfera.;;;;;;;;;x;
EVTNAME15310;The Flying University;L'Université volante;Die Fliegende Universität;;La universidad flotante;;;;;;;;;x;
GO_TO_DIPLOMACY;Go to Diplomacy;Actes diplomatiques;Diplomatie;;Ir a Diplomacia;;;;;;;;;x;
PROVINCE_CONTROL_DAYS_LATER_THAN;Province control not changed in the last §Y$DAYS$§W days.\n;Le contrôle de la province est resté inchangé depuis §Y$DAYS$§W jours.\n;Provinzkontrolle während der letzten §Y$DAYS$§W Tage unverändert.\n;;El control de la provincia no ha cambiado en los últimos §Y$DAYS$§W días.\n;;;;;;;;;x;
PROVINCE_CONTROL_DAYS;Province control changed in the last §Y$DAYS$§W days.\n;Le contrôle de la province a changé au cours des §Y$DAYS$§W derniers jours.\n;Provinzkontrolle hat sich während der letzten §Y$DAYS$§W Tage geändert.\n;;El control de la provincia ha cambiado en los últimos §Y$DAYS$§W días.\n;;;;;;;;;x;
ENFORCE_DEMANDS_TRIGGER;These rebels will win if the following is true:;Si ce qui suit est vrai, ces rebelles l'emporteront :;Diese Rebellen werden gewinnen, wenn Folgendes zutrifft:;;Estos rebeldes ganarán si se cumple lo siguiente:;;;;;;;;;x;
EVTNAME15060;First Farmer's Bank;Première banque agricole;Erste Bauernbank;;First Farmer's Bank;;;;;;;;;x;
POLITICS_REFORMS;Reforms;Réformes;Reformen;;Reformas;;;;;;;;;x;
POLITICS_RELEASE_NATIONS;Release Nations;Nations libérables;Nationen entlassen;;Liberar naciones;;;;;;;;;x;
MILITARY_LEADER_NAME_TOOLTIP;§Y$NAME$§W is in command of §Y$ARMY$§W in §Y$LOCATION$§W;§Y$NAME$§W est aux commandes de §Y$ARMY$§W à §Y$LOCATION$§W.;§Y$NAME$§W befehligt §Y$ARMY$§W in §Y$LOCATION$§W;;§Y$NAME$§W está al mando de: §Y$ARMY$§W en §Y$LOCATION$§W;;;;;;;;;x;
BE_SECOND_RANK;Secondary Power;Puissance secondaire;Großmacht zweiten Ranges;;Potencia menor;;;;;;;;;x;
COUNTRYALERT_HasUnemployedWorkers;The following states have unemployed factory workers:;Les États suivants ont des ouvriers au chômage :;In den folgenden Staaten gibt es arbeitslose Fabrikarbeiter:;;Los siguientes estados tienen trabajadores de fábricas desempleados:;;;;;;;;;x;
REMOVE_TOPBAR_POPULATION;Our adult male population is $CURR$. Our adult male population has changed by approx. $CHANGE$ each month.;Notre population masculine adulte s'élève à $CURR$.\nNotre population masculine a évolué d'environ $CHANGE$ adultes le mois dernier.;Unsere aktuelle männliche Bevölkerung ist $CURR$. Unsere männliche Bevölkerung ändert sich monatlich um ungefähr $CHANGE$.;;Nuestra población adulta masculina es de $CURR$. Nuestra población adulta masculina cambia cada mes en $CHANGE$, aproximadamente.;;;;;;;;;x;
TOPBAR_POPULATION_VISUAL;Our total population is $CURR$.;Notre population totale s'élève à $CURR$.;Unsere Gesamtbevölkerung ist $CURR$.;;Nuestra población total es de $CURR$.;;;;;;;;;x;
BUILD_COLONIAL;Non-colonial state;État non colonial;Nicht-Koloniestaat;;Estado no colonial;;;;;;;;;x;
EVTNAME14210_sub;All They're Saying is 'Give Peace a Chance!';Ils entendent que l'on donne une chance à la paix !;Und dabei sangen sie 'Give Peace a Chance!';;¡Todo lo que dicen es 'Give Peace a Chance'!;;;;;;;;;x;
EVTNAME14040;Love & War;Amour et guerre;Liebe & Kriege;;Amor y guerra;;;;;;;;;x;
REL_SPHERE_OF_INFLUENCE;In Sphere;Dans la sphère;In Einflusssphäre;;Esfera;;;;;;;;;x;
status_quo_short;Status Quo;Statu quo;Status Quo;;Mantener el statu quo;;;;;;;;;x;
TOTAL_AMOUNT_OF_SHIPS;Total amount of ships: $COUNT$;Nombre total de navires : $COUNT$;Gesamtzahl an Schiffen: $COUNT$;;Cantidad total de barcos: $COUNT$;;;;;;;;;x;
LESS_AMOUNT_OF_SHIPS;Less amount of ships than: $COUNT$;Nombre de navires inférieur à : $COUNT$;Weniger Schiffe als: $COUNT$;;Menos cantidad de barcos que: $COUNT$;;;;;;;;;x;
REVANCHISM_EXPLANATION;Revanchism, from the French word for 'revenge', is the yearning for the return of land lost to the nation. In love, war, and peace alike, our people will be willing to make greater sacrifices for the return of our sacred soil.;Le revanchisme est une attitude politique inspirée par l'esprit de revanche (après une défaite). Notre peuple est prêt à tous les sacrifices pour retrouver son sol sacré.;Revanchismus ist vom französischen Wort für Rache abgeleitet und steht für den Wunsch nach der Wiedererlangung verlorener Territorien einer Nation. Im Krieg wie im Frieden ist unsere Bevölkerung gewillt, für die Wiedererlangung unseres heiligen Territoriums größere Opfer zu bringen.;;El revanchismo, palabra que procede del término francés empleado para expresar 'venganza', es el ansia de recuperar territorios perdidos por la nación. Como en el amor, en la guerra y en la paz, nuestro pueblo estará dispuesto a realizar los mayores sacrificios para recuperar nuestro sagrado suelo.;;;;;;;;;x;
EVTNAME14120_sub;Religious policy debated in local election;Politique religieuse débattue lors d'élections locales;Debatte über Kriegspolitik bei Lokalwahl;;Política religiosa debatida en las elecciones locales;;;;;;;;;x;
BE_GREAT_POWER;Great Power;Grande Puissance;Großmacht;;Gran potencia;;;;;;;;;x;
DIPLOMACY_GREATNATION_STATUS;Great Power;Grande Puissance;Großmacht;;Gran potencia;;;;;;;;;x;
WE_NO_LONGER_GREAT_POWER_2;and lost its position as a Great Power to;et a perdu sa position de Grande Puissance face à;Sie verloren den Rang als Großmacht an;;y ha perdido su condición de gran potencia ante;;;;;;;;;x;
THEY_NO_LONGER_GREAT_POWER_3;and lost its position as a Great Power to;et a perdu sa position de Grande Puissance face à;Sie verloren den Rang als Großmacht an;;y ha perdido su condición de gran potencia ante;;;;;;;;;x;
WE_BECAME_GREAT_POWER_2;and are now considered a Great Power!;nous sommes maintenant considérés comme une Grande Puissance !;Wir werden nun als Großmacht angesehen!;;y ahora se ha convertido en una gran potencia.;;;;;;;;;x;
SERVER_LOST_DESC;The server was lost. You can save the game or choose continue and close this window. To continue the game you must quit and rehost.;La connexion avec le serveur a été perdue. Vous pouvez sauvegarder la partie ou fermer cette fenêtre pour continuer. Pour poursuivre la partie, vous devez quitter et accueillir une nouvelle session.;Verbindung zum Server unterbrochen. Sie können das Spiel speichern oder fortfahren und dieses Fenster schließen. Zum Fortsetzen des Spiels müssen Sie beenden und neu hosten.;;No se encuentra el servidor. Puedes guardar la partida o continuar y cerrar esta ventana. Para continuar la partida, tienes que salir y volver a conectar con el anfitrión.;;;;;;;;;x;
MODIFIER_GLOBAL_POP_MILITANCY_MODIFIER;Pop Militancy;Militantisme des POP;Bev-Militanz;;Militancia de POB;;;;;;;;;x;
MODIFIER_GLOBAL_POP_CONSCIOUSNESS_MODIFIER;Pop Consciousness;Conscience nationale des POP;Bev-Bewusstsein;;Conciencia de POB;;;;;;;;;x;
EDU_DESC;The educational budget is used to pay the clergy and to produce research points.;Le budget de l'enseignement permet de payer le clergé et de produire des points de recherche.;Aus dem Bildungshaushalt werden der Klerus und die Produktion von Forschungspunkten bezahlt.;;El presupuesto educativo se utiliza para pagar al clero y producir puntos de investigación.;;;;;;;;;x;
ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing your tax efficiency.;Le budget alloué à l'administration assure le bon fonctionnement de la bureaucratie et renforce votre efficacité fiscale.;Verwaltungsausgaben ermöglichen Ihren Bürokraten die Beibehaltung einer reibungslosen Verwaltung und die Erhöhung Ihrer Steuereffizienz.;;La inversión en administración permite a tus burócratas mantener una burocracia saludable, lo que incrementa tu eficacia impositiva.;;;;;;;;;x;
COMBATEND_INITIAL;Initial;Initialement;Anfänglich;;Inicial;;;;;;;;;x;
COMBATEND_CASUALTIES;Casualties;Victimes;Verluste;;Bajas;;;;;;;;;x;
COMBATEND_SURVIVORS;Survivors;Survivants;Überlebende;;Sobreviven;;;;;;;;;x;
RELEASE_VASSAL_EFFECT;Release §Y$TARGET$§W\n;Libérer §Y$TARGET$§W\n;§Y$TARGET$§W entlassen\n;;Liberar §Y$TARGET$§W\n;;;;;;;;;x;
EVTDESC15310;As she makes her way through the city, doding shadows as if they were $COUNTRY_ADJ$ soldiers, the illuminated clock-tower of the church seems to glare at her like a mean, infected yellow eye. She's already late, but class is still in session.\n\nAn underground university has formed in $PROVINCENAME$, providing higher education despite the ban on minority languages in academia.;À mesure qu'elle traverse la ville, fuyant les ombres comme s'il s'agissait de soldats $COUNTRY_ADJ$, la tour de l'horloge illuminée semble l'observer, tel un inquiétant œil jaune. Elle est en retard, mais le cours n'est pas terminé.\n\nUne université clandestine a été créée en $PROVINCENAME$ pour dispenser des cours d'enseignement supérieur malgré l'interdiction des langues minoritaires dans le milieu universitaire.;Während sie sich ihren Weg durch die Stadt bahnt, wobei sie Schatten ausweicht, als seien sie $COUNTRY_ADJ$ Soldaten, scheint sie die erleuchtete Turmuhr wie ein böses, gelbes Auge anzustarren. Sie ist schon zu spät, aber der Unterricht ist noch nicht vorbei.\n\nIn $PROVINCENAME$ hat sich eine Untergrund-Universität gegründet, die trotz des Bannes gegen Minderheitensprachen in akademischen Kreisen höhere Bildung vermittelt.;;Mientras recorre la ciudad, esquivando las sombras como si fueran soldados de $COUNTRY$, el iluminado reloj de la torre de la iglesia parece mirarla fijamente, como un perverso y ponzoñoso ojo amarillo. Ya llega tarde, pero la clase aún no ha terminado.\n\nEn $PROVINCENAME$, se ha formado una universidad clandestina que proporciona educación superior, a pesar de la prohibición de las lenguas minoritarias en la academia.;;;;;;;;;x;
EVTNAME11100;The $FROMCOUNTRY_ADJ$ Parliament;Le parlement $FROMCOUNTRY_ADJ$;Das $FROMCOUNTRY_ADJ$ Parlament;;El parlamento de $FROMCOUNTRY$;;;;;;;;;x;
