EVTDESC4101;Discontent has been brewing in broad stratas of the population for some time over the issue of our appointed upper house. Many people are disappointed with the poor representation afforded to them by the present representational system, and a long period of agitation has begun to form public opinion on the issue. Violent state wide protests have erupted in one of our states, and we need to decide what the government's position on the issue should be. Writing the question off completely will anger the population, and strengthen the local opinion against the appointed house. Making compromises will mean a strengthening of the liberal position in the Upper House, and will also anger conservatives.;Le mécontentement couvait depuis un certain temps de strates importantes de la population, sur la question de notre chambre haute nommée. Beaucoup de gens sont déçus par la faible représentation qui leur est offerte par le système actuel, et une longue période d'agitation a commenc??forger l'opinion publique sur la question. De violentes protestations ont éclat?dans l'un de nos Etats, et nous devons décider de la position du gouvernement sur ce problème. Faire des compromis se traduira par un renforcement de la position libérale ?la Chambre haute, et aussi la colère des conservateurs.;Seit einiger Zeit braut sich in den verschiedensten Bevölkerungsschichten Unzufriedenheit über das ernannte Oberhaus zusammen. Viele Menschen sind mit der schlechten Repräsentation durch das momentane Repräsentativsystem unzufrieden, und eine lange Periode der Agitation beeinflusst nun die öffentliche Meinung über diese Angelegenheit. Gewalttätige, staatsweite Proteste sind in einem unserer Staaten ausgebrochen, und wir müssen über die Position der Regierung in dieser Sache entscheiden. Völliges Abschreiben der Frage wird die Bevölkerung erzürnen und die lokale Meinung gegen das ernannte Oberhaus noch intensivieren. Kompromisse werden die liberale Position im Oberhaus stärken und zugleich die Konservativen verärgern.;;Desde hace tiempo, el asunto de la elección de nuestra Cámara Alta ha ido generando descontento en amplios sectores de la población. Mucha gente est?decepcionada por la escasa representación que tienen en la misma según el sistema representativo actual y un largo período de agitación ha comenzado a formar opinión pública sobre el asunto. Han estallado violentas protestas generalizadas en uno de nuestros estados y necesitamos decidir cuál es la posición gubernamental ante la situación. Si damos carpetazo a la situación, la población se enfadar?y reforzaremos la postura local contra la cámara designada. Si pactamos, la posición de los liberales en la Cámara Alta se fortalecer?y además enfureceremos a los conservadores.;;;;;;;;;x;;;;
EVTOPTA4101;This is all nonsense;C'est absurde.;Das ist doch alles Nonsense!;;No son más que tonterías.;;;;;;;;;x;;;;
EVTOPTB4101;Maybe there is a compromise to be found;Un compromis pourrait peut-être être trouv?;Vielleicht können wir einen Kompromiss finden ...;;Quizás sea el momento de buscar un compromiso.;;;;;;;;;x;;;;
EVTNAME4102;Federalism Criticized;Critique du fédéralisme;Kritik am Föderalismus;;Crítica al Federalismo;;;;;;;;;x;;;;
EVTDESC4102;The people in one of our states feel that the present system of equal state representation in the Upper House leaves them underrepresented. Whether or not their disaffection is merely misdirected anger over something else, or something that they are actually upset about, is not entirely clear, but what is clear is that they are quite upset. Making compromises over these fairly vague complaints will doubtlessly be seen by the world as pandering to the faintest of winds, but not addressing the issue, now that it has come up, will probably anger the locals further. What is the government's position?;Les gens de l'un de nos Etats estiment que le système actuel de représentation ?la Chambre haute les laisse sous-représentés. Que ce soit vrai ou non, il est clair qu'ils sont très bouleversés. Faire des compromis sur ces plaintes assez vagues sera sans doute vu par le monde comme un aveu de faiblesse. Quelle est la position du gouvernement ?;Die Menschen in einem unserer Staaten sind der Ansicht, dass das aktuelle System gleichwertiger Staatsrepräsentation im Oberhaus sie unterrepräsentiert. Ob ihr Unmut einfach nur fehlgeleiteter Ärger über etwas anderes ist, oder ob sie tatsächlich über diese Sache verärgert sind, ist nicht klar, aber es ist klar, dass sie ziemlich verärgert sind. Kompromisse über diese ziemlich vagen Beschwerden werden zweifellos dazu führen, dass die Welt uns als Fähnlein im Wind ansieht, aber die Sache einfach fallenzulassen, würde die Menschen vermutlich weiter erzürnen. Was ist die Position der Regierung?;;El pueblo de uno de nuestros estados piensa que el sistema actual de representación equitativa en la Cámara Alta es injusto para ellos. No est?del todo claro si su malestar es un reflejo de alguna otra situación o se debe a una genuina molestia por la situación. Lo que s?que es cierto es que están muy enfadados. El mundo considerar?que somos pusilánimes si hacemos concesiones por quejas tan vagas pero, si no nos encargamos del asunto, ahora que acaba de surgir, los habitantes locales se enfadarán aún más. ¿Cuál es la posición del gobierno?;;;;;;;;;x;;;;
EVTOPTA4102;Why is this on my table?;Qu'est-ce que ça fait sur mon bureau ?;Warum ist das auf meinem Schreibtisch?;;¿Qu?hace esto en mi mesa?;;;;;;;;;x;;;;
EVTOPTB4102;Maybe equal representation would be better?;Une représentation égale vaudrait peut-être mieux ?;Vielleicht wäre gleichwertige Repräsentation besser?;;¿No sería mejor una representación equitativa?;;;;;;;;;x;;;;
EVTNAME4103;Constitutional Contentment;Satisfaction constitutionnelle;Zufrieden mit der Verfassung;;Satisfacción constitucional;;;;;;;;;x;;;;
EVTDESC4103;The people in our populous states are very satisfied with the high representation afforded to them by our constitution. One of the states is particularly happy, as their candidates have, during the past year, managed to secure several local privileges for their state. In the grand scheme of things, it's not any matter that merits national attention, but they are happy nevertheless. The question is how we should capitalize on this sudden burst of public support. What should be the government's position?;Les gens dans nos États très peuplés, sont très satisfaits de la forte représentation qui leur sont accordées par notre constitution. Un des états est particulièrement heureux, que leurs candidats ont, au cours de la dernière année, réussi ?obtenir quelques privilèges locaux?. Dans le grand schéma des choses, ce n'est pas une question qui mérite une attention nationale, mais ils sont heureux quand même. La question est de savoir comment nous devrions profiter de cette soudaine explosion de l'appui du public. Quelle devrait être la position du gouvernement ? ;Die Menschen in unseren Staaten sind sehr zufrieden mit der starken Repräsentation, die ihnen unsere Verfassung gönnt. In einem der Staaten sind sie besonders zufrieden, da ihre Kandidaten es im letzten Jahr geschafft haben, Privilegien für ihren Staat zu ergattern. Im Großen und Ganzen ist es keine Sache, die nationalen Aufmerksamkeit erregt, aber sie sind trotzdem zufrieden. Die Frage ist - wie können wir diesen plötzlichen Ausbruch für uns ausnutzen? Wie sollte die Position der Regierung aussehen?;;La población de nuestros poblados estados est?muy satisfecha con la alta representación que les proporciona nuestra constitución. Uno de ellos est?particularmente contento ya que, a lo largo del último año, sus candidatos han conseguido asegurar diversos privilegios locales. En el esquema general de las cosas, no hay ningún asunto que merezca atención nacional, pero están contentos igualmente. La cuestión es: ¿cómo vamos a sacar partido de este repentino estallido de apoyo público? ¿Cuál debe ser la posición del gobierno?;;;;;;;;;x;;;;
EVTOPTA4103;Things have never been better;La situation n'a jamais ét?aussi bonne.;Uns ging es noch nie so gut.;;Las cosas nunca han ido mejor.;;;;;;;;;x;;;;
EVTOPTB4103;This means peace in our time;Nous allons connaître une période de calme.;Das bedeutet Frieden in unserer Zeit.;;Esto supone la paz en nuestro tiempo.;;;;;;;;;x;;;;
EVTOPTC4103;You, the people, deserve the credit;La population l'a bien mérit?;Ihr, das Volk, verdient das Lob.;;Vosotros, el pueblo, merecéis el reconocimiento.;;;;;;;;;x;;;;
EVTNAME4200;Professor Criticizes Voting System;Un professeur critique le mode de scrutin;Professor kritisiert das Wahlsystem;;Un profesor critica el sistema de voto;;;;;;;;;x;;;;
EVTDESC4200;A professor at one of our most prestigious universities has published a tract on political philosophy. The tract argues in favor of a variant of the Jefferson method for appointing representatives to the Upper House. The Jefferson method is a highest averages method, and the purpose of it is to allocate seats in proportion to the number of votes a particular party list has received, by maintaining the ratio of votes received to seats allocated as close as possible. The tract has received a fair amount of both national and international attention. The publication gives us a window of opportunity to try to reform our voting system, but we could perhaps be content with some international prestige on account of the publication instead? What is the government's position?;Un professeur ?l'un de nos plus prestigieuses universités a publi?un tract sur la philosophie politique. Il plaide en faveur d'une variante de la méthode de Jefferson pour nommer des représentants ?la Chambre haute. La méthode de Jefferson est un procéd?des hautes moyennes, et le but de celui-ci consiste ?répartir les sièges en proportion du nombre de votes, en maintenant le ratio de votes reçus aux sièges attribués aussi près que possible. Le tractl a reçu une bonne quantit?de fois l'attention nationale et internationale. La publication nous donne une fenêtre d'opportunit?pour tenter de réformer notre système de vote, mais nous pourrions peut-être se contenter d'un certain prestige international du fait de la publication ?la place ? Quelle est la position du gouvernement ? ;Ein Professor an einer unserer angesehensten Universitäten hat ein Traktat über politische Philosophie herausgebracht. Das Traktat fordert eine Variante der Jefferson-Methode für die Ernennung von Repräsentanten ins Oberhaus. Die Jefferson-Methode ist eine Methode der höchsten Querschnittswerte, und ihr Zweck ist es, Kabinettssitze im Verhältnis zur Anzahl an Stimmen zuzuteilen, die eine bestimmte Wahlliste erreicht hat. Dies wird dadurch erreicht, dass die erzielten Stimmanzahlen proportional den zugeteilten Sitzen so genau wie möglich entsprechen. Das Traktat hat im In- und Ausland eine Menge Interesse geweckt. Die Publikation gibt uns eine Gelegenheit zur Reform unseres Wahlsystems, aber vielleicht könnten wir uns mit internationalem Prestige für die Publikation zufrieden geben? Was ist die Position der Regierung?;;Un profesor de una de nuestras más prestigiosas universidades ha publicado un tratado de filosofía política. El tratado aboga en favor de una variante del método de Jefferson para la elección de representantes para la Cámara Alta. El método Jefferson es un sistema de medias altas y su propósito es el de asignar asientos en función del número de votos que ha recibido una lista concreta de un partido, manteniendo lo más cercanos posibles el porcentaje de votos recibidos y el número de asientos. El tratado ha llamado mucho la atención tanto a nivel nacional como internacional. Esta publicación nos da la oportunidad circunstancial de intentar reformar nuestro sistema de votos, aunque quizás debiésemos contentarnos con el prestigio internacional que nos ha aportado la publicación del tratado. ¿Cuál es la posición del gobierno?;;;;;;;;;x;;;;
EVTOPTA4200;We should push for reform;Nous devons entamer une réforme.;Wir sollten Reformen anstreben.;;Presionemos en pos de la reforma.;;;;;;;;;x;;;;
EVTOPTB4200;This will reflect well on our nation;Contentons-nous de la bonne image dont bénéficie notre nation.;Dies lässt unsere Nation in gutem Licht erscheinen.;;Esto se reflejar?positivamente en nuestra nación.;;;;;;;;;x;;;;
EVTNAME4201;Political Reform Club;Club prônant la réforme politique;Verein für Politische Reformen;;Asociación política reformista;;;;;;;;;x;;;;
EVTDESC4201;A nationwide political reform club has formed in $COUNTRY$. The club has made it its agenda to reform the $COUNTRY_ADJ$ voting system, and they have initially been able to gain a fair amount of political traction in the public debate. The club wants to see our Jeffersonian voting system replaced with one of proportional representation. The club argues that a proportional representation allows for a fairer and more balanced representation for the totality of our population, rather than for arbitrary political voting circles. With the amount of traction that the club has been able to garner, we would be hard pressed if we gave it no attention, on the other hand, reform might not be on our agenda right now.;Un club de réforme politique nationale s'est form?en $COUNTRY$. Le club a fait son ordre du jour sur la réforme du système de vote $COUNTRY_ADJ$, et ils ont d'abord ét?en mesure d'obtenir une bonne quantit?d'attraction politique dans le débat public. Le club veut voir notre système de vote Jeffersonian remplac?par celui de la représentation proportionnelle. Le club fait valoir que la représentation proportionnelle, permet une représentation plus juste et plus équilibr?pour la totalit?de notre population, plutôt que par d'arbitraire cercles de vote politique. Avec la force d'attraction que le club a pu recueillir, il nous serait très difficile de ne lui prêter aucune attention sur ce point, la réforme peut-être ou pas sur notre agenda dès maintenant.;Ein landesweiter Verein für Politische Reformen wurde in $COUNTRY$ gegründet. Der Verein hat sich vorgenommen, das $COUNTRY_ADJ$ Wahlsystem zu reformieren, und sie haben anfänglich in der öffentlichen Debatte viel politischen Einfluss gelten machen können. Der Verein will unser Jeffersonsches Wahlsystem mit einem ersetzen, das auf proportionaler Repräsentation aufbaut. Der Verein argumentiert, dass proportionale Repräsentation fairer und ausgewogener für unsere Gesamtbevölkerung ist, anstatt nur einigen wenigen politischen Wählerzirkeln zu dienen. Mit dem Einfluss, den der Verein nun schon geltend macht, wären wir schlecht beraten, wenn wir der Sache keine Aufmerksamkeit schenkten. Auf der anderen Seite sind Reformen vielleicht gerade nicht auf unserem Aktionsplan.;;Se ha formado una asociación política reformista a escala nacional en $COUNTRY$. La asociación tiene el propósito de reformar el sistema de votación en $COUNTRY$ y han podido ganar una buena cantidad de apoyo político inicial en el debate público. Su intención es la sustitución de nuestro sistema Jeffersoniano por uno de representación proporcional. La asociación argumenta que el sistema proporcional permite una representación más justa y equilibrada de la totalidad de nuestra población, en lugar de tener que depender de círculos arbitrarios de votos políticos. Con la cantidad de apoyo que la asociación ha logrado reunir, nos presionarían demasiado si no le concediésemos atención alguna. Por otro lado, puede que ahora no nos convenga una reforma.;;;;;;;;;x;;;;
EVTOPTA4201;We should capitalize on this;Nous devrions en profiter.;Wir sollten hieraus Profit schlagen.;;Hemos de aprovechar esto.;;;;;;;;;x;;;;
EVTOPTB4201;This is not the time for reform;Ce n'est pas le moment de réformer.;Jetzt ist nicht die Zeit für Reformen.;;No es momento de reformas.;;;;;;;;;x;;;;
EVTNAME4202;Mandate For Reform;Un mandat pour réformer;Mandat für Reformen;;Mandato reformista;;;;;;;;;x;;;;
EVTDESC4202;With the Upper House firmly in liberal hands, our population seems to have given us a clear and unequivocal mandate for political reform. This could be a good opportunity to reform our voting system, but the question is: In which direction? With the clear mandate we have, we could choose to go in more or less any direction, and the options that seem to lie on the table are a first past the post system and a Jeffersonian method. While we will still have to drag the reforms through our legislative bodies, this could be a good opportunity to build momentum.;Avec la Chambre haute fermement en des mains libérales, notre population semble avoir donn?un mandat clair et sans équivoque pour la réforme politique. Cela pourrait être une bonne occasion de réformer notre système de vote, mais la question est la suivante: Dans quelle direction ? Avec le mandat clair que nous avons, nous pourrions choisir d'aller plus ou moins n'importe quelle direction, et les options qui semblent se trouver sur la table sont une première depuis le système Post et la méthode Jefferson. Bien que nous aurons encore ?faire passer les réformes ?travers nos corps législatifs, ce pourrait être une bonne occasion de créer une dynamique. ;Mit dem Oberhaus fest in liberaler Hand scheint unsere Bevölkerung uns ein klares und unzweideutiges Mandat für politische Reformen gegeben zu haben. Dies könnte eine gute Gelegenheit sein, unser Wahlsystem zu reformieren, aber die Frage ist: in welche Richtung? Mit dem klaren Mandat, das wir nun unser eigen nennen, könnten wir in jede beliebige Richtung aufbrechen, und die Optionen auf dem Tisch sind Mehrheitswahlrecht und die Jefferson-Methode. Wir müssen zwar die Reformen noch durch unsere Legislative boxen, aber dies könnte eine gute Gelegenheit sein, Schwungmasse aufzubauen.;;Con la Cámara Alta en manos de los liberales, nuestra población opina que nos ha dado la señal clara de que pretenden que nuestro mandato sea uno de reformas políticas. Esta podría ser una buena oportunidad para reformar nuestro sistema de votación pero la pregunta es: ¿en qu?dirección? Al tener un mandato claro, podemos escoger más o menos cualquier dirección y las opciones que parece que tenemos encima de la mesa son la del escrutinio uninominal mayoritario y un método Jeffersoniano. Aunque aún deberíamos presentar las reformas a nuestros cuerpos legislativos, este podría ser una buena oportunidad de lograr apoyo.;;;;;;;;;x;;;;
EVTOPTA4202;First past the post;Scrutin uninominal majoritaire ?un tour;Mehrheitswahlrecht;;Escrutinio uninominal mayoritario.;;;;;;;;;x;;;;
EVTOPTB4202;Jefferson Method;Méthode de Jefferson;Jefferson-Methode;;Método de Jefferson.;;;;;;;;;x;;;;
EVTOPTC4202;No reform at this point;Pas de réforme pour le moment;Jetzt erst mal keine Reform.;;No hagáis reformas en este momento.;;;;;;;;;x;;;;
EVTNAME4300;Charter Rallies;La Charte;Charterreformen;;Manifestaciones por la Carta;;;;;;;;;x;;;;
EVTDESC4300;The mob assembled outside the national legislative assembly is frustrated and angry, and the anger is directed directly at us. Our population is up in ire over the issue of charter reform. They want the vote, and some hot-heads in the crowd are even hinting at taking it by force if they don't get it. Despite certain radicals, the movement for charter reform is still largely keeping itself within the bounds of peaceful protest. The options our government finds itself faced with are to either support the charter reform movement, or to oppose it, and the choice really shouldn't be too hard.;La foule rassemblée ?l'extérieur de l'assemblée nationale législative est frustrée et en colère, et la colère est dirigée directement ?notre encontre. Notre population est en colère sur la question de la réforme de la Charte. Ils veulent le vote, et quelques têtes chaudes dans la foule font allusion ?la prendre par la force s'ils ne l'obtiennent pas. En dépit de certains radicaux, le mouvement pour la réforme de la Charte est encore largement dans les limites de la protestation pacifique. Les options de notre gouvernement : soit l'appui au mouvement de la réforme de la Charte, soit s'y opposer, et le choix  ne devrait vraiment pas être trop dur. ;Der vor der Nationalversammlung zusammengekommene Mob ist frustriert und ärgerlich, und ihr Ärger richtet sich direkt gegen uns. Unsere Bevölkerung ist über die Charterreform erzürnt. Sie wollen die Abstimmung, und manche Hitzköpfe in der Menge deuten sogar an, dass sie sie sich mit Gewalt holen, wenn sie sie nicht anders bekommen. Trotz gewisser radikaler Elemente ist die Bewegung für die Charterreform immer noch innerhalb der Grenzen des friedlichen Protests angesiedelt. Die Optionen unserer Regierung sind: entweder die Charterreformbewegung unterstützen, oder sich ihr widersetzen, und die Entscheidung sollte nicht allzu schwer sein.;;La turba reunida frente a la asamblea nacional legislativa est?frustrada y enfadada, y su ira se dirige directamente hacia nosotros. Nuestra población ha montado en cólera por el asunto de la reforma de la Carta, Quieren el voto y algunos exaltados entre la multitud incluso hablaba de tomarlo por la fuerza si no lo consiguen por las buenas. A pesar de ciertos radicales, el movimiento por la reforma de la Carta aún se mantiene en su mayoría dentro de los límites de la protesta pacífica. Las opciones que afronta nuestro gobierno son la de apoyar el movimiento por la reforma u oponerse a él. La decisión no debería ser muy difícil.;;;;;;;;;x;;;;
EVTOPTA4300;Support Charter Reform;Soutenir le mouvement;Charterreform unterstützen;;Apoyad la reforma de la Carta.;;;;;;;;;x;;;;
EVTOPTB4300;Oppose Charter Reform;S'opposer au mouvement;Charterreform ablehnen;;Oponeos a la reforma de la Carta.;;;;;;;;;x;;;;
EVTNAME4301;Landed Voting Criticized;Critique du système électoral censitaire;Kritik an Grundbesitzerwahl;;Criticado el voto por tierras;;;;;;;;;x;;;;
EVTDESC4301;Our voting system is heavily based on and around the ownership of land. A case has gained some notoriety in one of our states, where a young widow has been denied the voting rights tied to her estate, on account of the estate quickly losing market value due to falling prices in the area. The event has led to a wider discussion on the landed voting system in general, and several reform minded ideas are circulating in intellectual and progressive circles. The issue on the table is what stance the government should take on the case's principal issue. Should we attempt to fix voting indexes, and anger the poor strata of the local population, or allow them to fluctuate?;Notre système électoral est fortement basée sur et autour de la propriét?des terres. Un cas a acquis une certaine notoriét?dans l'un de nos Etats, o?une jeune veuve s'est vu refusée les droits de vote attachés ?sa propriét? pour la raison que la succession pouvait rapidement perdre de la valeur en raison de la baisse des prix dans la zone. L'événement a donn?lieu ?une discussion plus large sur le système de vote, et des idées de réformes circulent dans les milieux intellectuels et progressistes. La question sur la table est quelle est la position que le gouvernement devrait prendre est le problème principal de l'affaire. Devrions-nous tenter de fixer les indices de vote, et mettre en colère les couches pauvres de la population locale, ou leur permettre de fluctuer ? ;Unser Wahlsystem stützt sich auf und dreht sich um Landbesitz. Ein nun schon berüchtigter Fall ist in einem unserer Staaten aufgetreten, in dem einer jungen Witwe ihr mit ihrem Besitz verknüpftes Wahlrecht verweigert wurde, weil der Besitz dank fallender Grundstückspreise rapide an Marktwert verliert. Der Fall hat zu einer breiteren Diskussion über das Grundbesitzwahlrecht im Allgemeinen geführt, und eine Reihe von Reformideen zirkulieren nun in den Kreisen der Intellektuellen und Progressiven. Es geht darum, welche Position die Regierung zu diesem Fall einnehmen soll. Sollten wir versuchen, Wahlindexe festzusetzen und uns den Ärger der ärmeren Klassen zuziehen, oder erlauben wir ihnen, zu fluktuieren?;;Nuestro sistema de votación est?muy basado en torno a la propiedad de la tierra. Un caso ha ganado gran notoriedad en uno de nuestros estados. A una joven viuda se le ha negado el derecho al voto vinculado a sus tierras debido al descenso de valor de mercado de las mismas por la caída de precios de la zona. El suceso ha llevado a una discusión aún más amplía sobre el sistema de votos por tierras en general y están circulando varias ideas reformistas en los círculos intelectuales y progresistas. El asunto que tenemos sobre la mesa es el siguiente: ¿qu?postura debe adoptar el gobierno sobre el problema de fondo del caso? ¿Debemos intentar resolver los índices de votos, molestando a los estratos más pobres de la población local, o dejarlos que fluctúen?;;;;;;;;;x;;;;
EVTOPTA4301;Fix the indexes;Indices fixes;Indexe festsetzen;;Arreglad los índices.;;;;;;;;;x;;;;
EVTOPTB4301;Let the indexes float;Indices fluctuants;Lasst die Indexe fluktuieren;;Dejad fluctuar los índices.;;;;;;;;;x;;;;
EVTNAME4302;Wealth Based Voting;Droit de vote bas?sur la fortune;Reichtumbasierte Wahl;;Voto por ingresos;;;;;;;;;x;;;;
EVTDESC4302;Suffrage in $COUNTRY$ is directly based on the ownership of wealth and property. The fundamental principle is that only those who contribute to the common good should have a say in how that public good is managed and administered. One interesting consequence of this system has surfaced in one of our states, where several local merchants and traders from the middle classes have started earning enough to be allowed representation. Adjusting the rules will be seen as an adjustment to exclude certain social classes, and will not be appreciated by the richer classes. Disenfranchising the newly enfranchised middle classes risks a sharp rise in local militancy.;Le suffrage en $COUNTRY$ est directement fond?sur la propriét?des richesses et des biens. Le principe fondamental est que seuls ceux qui contribuent au bien commun doivent avoir mot ?dire dans la façon de gérer le bien public. Une conséquence intéressante de ce système est apparu dans un de nos Etats, o?plusieurs commerçants locaux et les commerçants de la classe moyenne ont commenc??gagner suffisamment pour être représentés. Un remaniement de la réglementation sera considér?comme un ajustement afin d'exclure certaines classes sociales, et ne sera pas appréci?par les classes riches. Mais priver de leurs droits les classes nouvellement affranchies, c'est risqu?une forte hausse du militantisme local...;Das Wahlrecht in $COUNTRY$ basiert direkt auf den Besitz von Geld und Gütern. Das fundamentale Prinzip ist, dass nur Menschen, die zum Allgemeinwohl beitragen, das Recht zur Mitsprache bei der Verwaltung öffentlicher Güter haben. Eine interessante Konsequenz dieses Systems ist in einem unserer Staaten aufgetreten, wo mehrere lokale Händler und Kaufleute aus der Mittelklasse nun genug verdienen, um in den Genuss von Repräsentation zu kommen. Eine Anpassung der Regeln würde als Versuch angesehen, gewisse soziale Klassen außen vor zu halten und nicht die Zustimmung der reichen Klassen finden. Denen das Wahlrecht zu entziehen, die es gerade erst erworben haben, wird die lokale Militanz um Einiges steigern.;;En $COUNTRY$, el voto se basa directamente en la posesión de riqueza y propiedades. El principio fundamental es el de que solo aquellos que contribuyen al bien común deben tener algo que decir en la manera en que se gestiona y administra ese bien público. Una consecuencia interesante de este sistema ha aparecido en uno de nuestros estados, en el que varios comerciantes locales de la clase media han empezado a ganar lo suficiente como para obtener representación. Ajustar las reglas se ver?como un intento de excluir a determinadas clases sociales, cosa que no gustar?a las clases más ricas. Si quitamos el privilegio a las clases medias que acaban de adquirirlo, no arriesgamos a un fuerte incremento en la militancia local.;;;;;;;;;x;;;;
EVTOPTA4302;Adjust the rules;Modifier les règles;Regeln anpassen;;Ajustad las reglas.;;;;;;;;;x;;;;
EVTOPTB4302;Do not adjust the rules;Ne pas modifier les règles;Regeln nicht anpassen;;No ajustéis las reglas.;;;;;;;;;x;;;;
EVTNAME4303;An Argument Over Money;Un débat sur l'argent;Eine Auseinandersetzung um Geld;;Discusión por dinero;;;;;;;;;x;;;;
EVTDESC4303;A discussion is being held in one of our state assemblies on the issue of our wealth based voting system. Opponents argue that the present system is set by design to permanently and lastingly disenfranchise broad stratas of the population. We have the options of leaving the discussion, and hoping that it stays on a local level, or intervening to defend the present system, and raise the discussion to a national level.;Une discussion se tient dans une de nos assemblées d'Etat sur la question de notre système de vote bas?sur la richesse. Les opposants affirment que le système actuel est fix?par sa conception même de façon permanente et durable, privant des strates large de la population. Nous avons les options de quitter la discussion, et en espérant qu'il reste sur un niveau local, ou d'intervenir pour défendre le système actuel, et risquer d'élever le débat ?un niveau national. ;In einer unserer Staatsversammlungen läuft eine Diskussion um das reichtumbasierte Wahlsystem. Die Gegner behaupten, das momentane System sei dazu geschaffen worden, breiten Klassen der Bevölkerung permanent das Wahlrecht zu verweigern. Wir können uns entweder der Diskussion entziehen und hoffen, dass sie auf lokaler Ebene bleibt, oder intervenieren, um das momentane System zu verteidigen, und die Diskussion auf nationale Ebene bringen.;;En la asamblea de uno de nuestros estados se est?celebrando un debate acerca de nuestro sistema de votación por ingresos. Los que se oponen al mismo argumentan que est?diseñado para evitar que las clases más amplias de la sociedad tengan poder de forma permanente. Tenemos la opciones de dejar la discusión, esperando que se mantenga a un nivel local, o intervenir para defender el sistema actual y elevarla a un nivel nacional.;;;;;;;;;x;;;;
EVTOPTA4303;Leave this to die;Ne pas intervenir;Lassen wir dies einschlafen.;;Dejad que la cosa se enfríe.;;;;;;;;;x;;;;
EVTOPTB4303;Raise the question;Intervenir;Stellen wir die Frage.;;Qu?empiece el debate.;;;;;;;;;x;;;;
EVTNAME4304;A Household Affair;Une affaire de famille;Eine Haushaltssache;;Un asunto familiar;;;;;;;;;x;;;;
EVTDESC4304;So, you see, it would be detrimental to the long-term peace and stability of our home state if the government were to announce that it seeks to support the calls for further voting reforms, that have elsewhere been voiced by slovenly revolutionary trash. Their screams are merely those of angry children.'\n\nOur government has been approached by a group of capitalists, aristocrats and other leading tycoons of local public life in one of our states. The group calls itself the Alliance of Concerned Citizens, and has sought the government's ear to inform it that there still are those who oppose any further reform to the political franchise. What should we tell them?;Donc, vous voyez, il serait préjudiciable ?la paix ?long terme et la stabilit?de nos états d'origine si le gouvernement devait annoncer qu'il vise ?soutenir les appels ?des réformes de vote supplémentaires, qui ont d'ailleurs ét?exprimés par des négligeables déchets révolutionnaire. Leurs cris ne sont que ceux des enfants en colère. \n\nNotre gouvernement a ét?approch?par un groupe de capitalistes, les aristocrates et d'autres magnats de premier plan de la vie publique locale de l'un de nos Etats. Le groupe se nomme l'alliance des citoyens concernés, et a demand?l'oreille du gouvernement pour l'informer qu'il y a encore des personnes qui s'opposent ?toute réforme de la franchise politique. Que devrions-nous leur dire ? ;Sie sehen also, dass es dem Langzeitfrieden und der Stabilität unseres Heimatstaates abträglich wäre, wenn die Regierung ankündigte, dass sie den Rufen nach weiteren Reformen nachkommen wird, die anderenorts von ungewaschenen revolutionären Halunken erschallen. Ihre Schreie sind nicht mehr als die von wütenden Kindern.'\n\nUnsere Regierung ist von einer aus lokalen Kapitalisten, Aristokraten und anderen führenden Magnaten bestehenden Gruppe aus einem unserer Staaten kontaktiert worden. Die Gruppe nennt sich selbst das Bündnis Besorgter Bürger und hat sich an die Regierung gewandt, um sie wissen zu lassen, dass es immer noch Gegner jeglicher weiterer Politikreformen gibt. Was sollen wir ihnen sagen?;;Por tanto, ir?en detrimento de la paz a largo plazo y la estabilidad de nuestro estado, el anuncio del gobierno de que busca apoyar las solicitudes de reformas de voto adicionales que se han oído por todas partes en boca de la escoria revolucionaria. Sus gritos son como aquellos de niños enfadados.\n\nUn grupo de capitalistas, aristócratas y magnates dirigentes de la vida pública local se ha dirigido a nuestro gobierno en uno de nuestros estados. El grupo se autodenomina la Alianza de Ciudadanos Preocupados y ha buscado hacerse escuchar por el gobierno para informarle de que aún hay sectores que se oponen a cualquier reforma adicional del sistema de voto. ¿Qu?les decimos?;;;;;;;;;x;;;;
EVTOPTA4304;We shall see what we can do;Nous allons voir ce que nous pouvons faire.;Wir werden sehen, was wir tun können.;;Veremos qu?podemos hacer.;;;;;;;;;x;;;;
EVTOPTB4304;Well, we certainly can't promise anything;Eh bien, nous ne pouvons rien promettre.;Nun, wir können sicherlich nichts versprechen.;;Bueno, realmente no podemos prometer nada.;;;;;;;;;x;;;;
EVTNAME4305;Celebration of Freedom;Fête de la libert?Die Freiheit wird gefeiert;;Celebración de la libertad;;;;;;;;;x;;;;
