total_occupation;Occupied Home Provinces;Provinces nationales occupees;Besetzte Heimatprovinzen;;Provincias nacionales ocupadas;;;;;;;;;x;
total_blockaded;Blockaded Home Ports;Ports nationaux sous blocus;Blockierte Heimathafen;;Puertos nacionales bloqueados;;;;;;;;;x;
PW_SLAVE_STATE;Slave State;Etat esclavagiste;Sklavenstaat;;Estado esclavista;;;;;;;;;x;
CURR_REL_TT;Our current relations.;Nos relations actuelles.;Unsere aktuellen Beziehungen.;;Nuestras relaciones actuales.;;;;;;;;;x;
great_power;Great Power;Grande Puissance;Grosmacht;;Gran potencia;;;;;;;;;x;
second_power;Secondary Power;Puissance secondaire;Sekundarmacht;;Potencia menor;;;;;;;;;x;
civ_nation;Civilized Nation;Nation civilisee;Zivilisierte Nation;;Nacion civilizada;;;;;;;;;x;
unciv_nation;Uncivilized Nation;Nation non civilisee;Unzivilisierte Nation;;Nacion sin civilizar;;;;;;;;;x;
REB_TYPE_SIZE;§YRebel Support§W;§YSoutien rebelle§W;§YRebellenunterstutzung§W;;§YApoyo rebelde§W;;;;;;;;;x;
REB_TYPE_POWER;§YRebel Power§W;§YPuissance rebelle§W;§YRebellenmacht§W;;§YPotencia rebelde§W;;;;;;;;;x;
PRODUCTION_MUST_PORT_ONLY;Only produced in ports.\n;Production dans les ports uniquement.\n;Wird nur in Hafen produziert.\n;;Solo se puede producir en puertos.\n;;;;;;;;;x;
POPULATION_CHANGED_BY;Population changed by;Evolution demographique :;Bevolkerung geandert um;;La poblacion ha cambiado en;;;;;;;;;x;
COMBAT_LEADER_MOD;Leader;Chef;Anfuhrer;;Lider;;;;;;;;;x;
IS_NOT_OVERSEAS;Is NOT overseas;n'est PAS outremer;ist KEINE Ubersee-Provinz.;;NO esta en el extranjero;;;;;;;;;x;
IS_OVERSEAS;Is overseas;est outremer;ist Ubersee-Provinz.;;esta en el extranjero;;;;;;;;;x;
SHIP_SUB_NAME;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$s $TYPE$;;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;;x;
FOLLOWING_HAVE_CLAIMS;The following countries have claims here.;Les pays suivants revendiquent cet endroit :;Die folgenden Lander haben hier Anspruche:;;Aqui tienen pretensiones los siguientes paises:;;;;;;;;;x;
COUNTRY_IS_NOT_CULTURE;Primary Culture is NOT;La culture principale n'est PAS;Primarkultur ist NICHT;;La cultura principal NO es;;;;;;;;;x;
COUNTRY_IS_CULTURE;Primary Culture is;La culture principale est;Primarkultur ist;;La cultura principal es;;;;;;;;;x;
NO_ASSIM_NOW;No Current Assimilation;Pas d'assimilation pour le moment;Momentan keine Assimilierung;;Sin asimilar;;;;;;;;;x;
MODIFIER_LOCAL_REPAIR;Ship Repair Speed;Vitesse de reparation des navires;Schiffsreparaturgeschwindigkeit;;Velocidad de reparacion de nave;;;;;;;;;x;
BADBOY_DRO_1;Monthly Infamy Change:\n;Infamie - Evolution mensuelle :\n;Monatliche Infamie-Veranderung:\n;;Cambio de infamia mensual:\n;;;;;;;;;x;
REGIMENT_SIZE;Current Size: §Y$SIZE$§W\n;Taille actuelle : §Y$SIZE$§W\n;Aktuelle Grose: §Y$SIZE$§W\n;;Tamano actual: §Y$SIZE$§W\n;;;;;;;;;x;
CURRENT_MORALE;Organisation: §Y$SIZE$§W of $MAX$.\n;Organisation : §Y$SIZE$§W sur $MAX$.\n;Organisation: §Y$SIZE$§W von $MAX$.\n;;Organizacion: §Y$SIZE$§W of $MAX$.\n;;;;;;;;;x;
SUPPLY_COST;Supply Costs;Frais d'approvisionnement;Versorgungskosten;;Costes de abastecimiento;;;;;;;;;x;
ALL_CORE_PROVINCE_THAT;For all core provinces ;Pour tous les territoires cles ;Fur alle Kernprovinzen;;Para todas las provincias nucleo ;;;;;;;;;x;
BREAKCOUNTRY_SETUP;When a rebel faction enforces its demands in our nation;Si une faction rebelle impose ses revendications a notre nation;Wenn eine Rebellenfraktion ihre Forderungen in unserer Nation erzwingt.;;Cuando una faccion rebelde impone sus demandas en nuestra nacion;;;;;;;;;x;
BREAKCOUNTRY_HEADER;Report from $CAPITAL$;Rapport en provenance de $CAPITAL$;Bericht aus $CAPITAL$:;;Informe desde $CAPITAL$;;;;;;;;;x;
BREAKCOUNTRY_1;$FACTION$ Win!;$FACTION$ l'emportent !;$FACTION$ haben gesiegt!;;!Victoria de los $FACTION$!;;;;;;;;;x;
BREAKCOUNTRY_2;$MONARCHTITLE$, the $FACTION$ have enforced their demands!;$MONARCHTITLE$, $FACTION$ ont impose leurs revendications !;$FACTION$ haben gesiegt!;;!$MONARCHTITLE$, los $FACTION$ han impuesto sus demandas!;;;;;;;;;x;
BREAKCOUNTRY_3;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRY_4;$EFFECTS$;$EFFECTS$;$EFFECTS$;;$EFFECTS$;;;;;;;;;x;
BREAKCOUNTRY_5;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRY_6;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRY_LOG;$FACTION$ enforce their demands!;$FACTION$ imposent leurs revendications !;$FACTION$ haben gesiegt!;;!Los $FACTION$ imponen sus demandas!;;;;;;;;;x;
BREAKCOUNTRY_BTN1;Horror!;Horreur !;Oh Graus!;To straszne!;!Que horror!;Orrore!;Retteges!;Hruza!;;;;;;x;
BREAKCOUNTRY_BTN2;Horror!;Horreur !;Oh Graus!;To straszne!;!Que horror!;Orrore!;Retteges!;Hruza!;;;;;;x;
BREAKCOUNTRY_BTN3;Goto;Voir;Goto;Id? do;Ir alli;Andare;Menj ide;Poejit na;;;;;;x;
BREAKCOUNTRY_MAP;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRYOTHER_SETUP;When a rebel faction enforces its demands in another nation;Si une faction rebelle impose ses revendications a une autre nation;Wenn eine Rebellenfraktion ihre Forderungen in einer anderen Nation erzwingt.;;Cuando una faccion rebelde impone sus demandas en otra nacion;;;;;;;;;x;
BREAKCOUNTRYOTHER_HEADER;Ambassador from;Ambassadeur de;Botschafter aus;;Embajador de;;;;;;;;;x;
BREAKCOUNTRYOTHER_1;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;;;;;;x;
BREAKCOUNTRYOTHER_2;$FACTION$ have enforced their demands in;$FACTION$ ont impose leurs revendications en;$FACTION$ haben den Sieg errungen!;;Los $FACTION$ han impuesto sus demandas en;;;;;;;;;x;
BREAKCOUNTRYOTHER_3;$OTHER$;$OTHER$;$OTHER$ ist kollabiert.;;$OTHER$;;;;;;;;;x;
BREAKCOUNTRYOTHER_4;$EFFECTS$;$EFFECTS$;$EFFECTS$;;$EFFECTS$;;;;;;;;;x;
BREAKCOUNTRYOTHER_5;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRYOTHER_6;*;*;*;*;*;*;*;;;;;;;x;
BREAKCOUNTRYOTHER_LOG;$FACTION$ enforce their demands in $OTHER$!;$FACTION$ imposent ses revendications en $OTHER$ !;$FACTION$ siegten in $OTHER$!!;;!Los $FACTION$ imponen sus demandas en $OTHER$!;;;;;;;;;x;
BREAKCOUNTRYOTHER_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BREAKCOUNTRYOTHER_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BREAKCOUNTRYOTHER_BTN3;Goto;Voir;Goto;Id? do;Ir alli;Andare;Ugras;Poejit na;;;;;;x;
BREAKCOUNTRYOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x;
INVENTION_SETUP;When you have gained an invention.;Si vous obtenez une invention;Wenn Sie eine Erfindung erhalten haben.;;Cuando consigas hacer un invento;Quando acquisisci un'invenzione;;;;;;x;;;
INVENTION_HEADER;Reports on;Rapports sur;Bericht uber eine;;Informe sobre;;;;;;;;;x;
INVENTION_1;Major Discovery;Decouverte majeure;Grose Entdeckung;;Descubrimiento importante;Grande scoperta;;;;;;x;;;
INVENTION_2;Scientists in our country have discovered;Les scientifiques de notre pays ont decouvert;Wissenschaftlicher unseres Landes entdeckten;;Los cientificos de nuestro pais han descubierto;;;;;;;;;x;
INVENTION_3;$INVENTION$;$INVENTION$;$INVENTION$;;$INVENTION$;$INVENTION$;;;;;;x;;;
INVENTION_4;$DESC$;$DESC$;$DESC$;;$DESC$;$DESC$;;;;;;x;;;
INVENTION_5;EFFECT:;EFFETS :;Das hat folgende Effekte:;;EFECTO:;EFFETTO:;;;;;;x;;;
INVENTION_6;$EFFECT$;$EFFECT$;$EFFECT$;;$EFFECT$;$EFFECT$;;;;;;x;;;
INVENTION_LOG;We have discovered how $INVENTION$ works.;Nous avons decouvert : $INVENTION$.;Wir haben herausgefunden, was $INVENTION$ ermoglicht.;;Hemos descubierto como funciona el invento siguiente: $INVENTION$.;Abbiamo scoperto il funzionamento di: $INVENTION$.;;;;;;x;;;
INVENTION_BTN1;OK;D'accord;OK;OK;;Aceptar;OK;;;;;;x;;
INVENTION_BTN2;OK;D'accord;OK;OK;;Aceptar;OK;;;;;;x;;
INVENTION_BTN3;Details;Details;Details;;Detalles;Dettagli;;;;;;x;;;
INVENTION_MAP;*;*;*;;*;*;;;;;;x;;;
revanchism;Revanchism;Revanchisme;Revanchismus;;Revanchismo;;;;;;;;;x;
plurality;Plurality;Pluralite;Pluralitat;;Pluralidad;;;;;;;;;x;
TOPBAR_LEADERSHIP_GAIN_TOOLTIP;We gain §Y$CURR$§W leadership from our officers each month.;Nos officiers nous permettent de gagner §Y$CURR$§W points de commandement par mois.;Wir erhalten von unseren Offizieren monatlich §Y$CURR$§W Anfuhrerschaft.;;Obtenemos §Y$CURR$§W de liderazgo de nuestros oficiales cada mes.;;;;;;;;;x;
UW_AASIGN;Autoassign Leaders;Attribution automatique des officiers;Anfuhrer autom. zuteilen;;Asignacion automatica de lideres;;;;;;;;;x;
ATTR_SAFE_RANGE;A Fleet in range of supply ships, and near a coast will not take any attrition.;Une flotte a portee de navires ravitailleurs et a proximite d'une cote, ne subit aucune attrition.;Eine Flotte innerhalb der Reichweite von Versorgungsschiffen und nahe einer Kuste erleidet keine Verluste.;;Una flota dentro del alcance de los barcos de suministro y cerca de una costa no sufrira desgaste alguno.;;;;;;;;;x;
TECHNOLOGYVIEW_HAVE_NOT_YEAR;It is not possible to start researching this before §Y$YEAR$§W.;Il est impossible d'entamer ces travaux avant §Y$YEAR$§W.;Die Erforschung hiervon ist nicht vor dem Jahr §Y$YEAR$§W moglich.;;Esto no se puede empezar a investigar antes de §Y$YEAR$§W.;;;;;;;;;x;
ENCOURAGEMENT_FOR;Encouragement for ;Encouragement pour ;Ermutigung zu ;;Fomento de ;;;;;;;;;x;
IS_NOT_PRIMARY_CULTURE;§Y$NAME$§W is NOT primary culture.\n;§Y$NAME$§W n'est PAS une culture principale.\n;§Y$NAME$§W ist NICHT Primarkultur.\n;;La §Y$NAME$§W NO es una cultura principal.\n;;;;;;;;;x;
IS_PRIMARY_CULTURE;§Y$NAME$§W is primary culture.\n;§Y$NAME$§W est une culture principale.\n;§Y$NAME$§W ist Primarkultur.\n;;La §Y$NAME$§W es una cultura principal.\n;;;;;;;;;x;
IS_NOT_ACCEPTED_CULTURE2;§Y$NAME$§W is NOT an accepted culture.\n;§Y$NAME$§W n'est PAS une culture acceptee.\n;§Y$NAME$§W ist KEINE akzeptierte Kultur.\n;;La §Y$NAME$§W NO es una cultura aceptada.\n;;;;;;;;;x;
IS_ACCEPTED_CULTURE2;§Y$NAME$§W is an accepted culture.\n;§Y$NAME$§W est une culture acceptee.\n;§Y$NAME$§W ist eine akzeptierte Kultur.\n;;La §Y$NAME$§W es una cultura aceptada.\n;;;;;;;;;x;
ALL_COUNTRIES_EFF;All countries;Tous les pays;Alle Lander;;Todos los paises;;;;;;;;;x;
ALL_COUNTRIES_THAT_EFF;All countries that;Tout pays qui;Alle Lander, die;;Todos los paises que;;;;;;;;;x;
GETTING_ONLY_NEEDS;Getting only $NEED$: §Y$VAL$%§W;Recevant a peine '$NEED$' : §Y$VAL$%§W;Decken lediglich $NEED$: §Y$VAL$%§W;;Solo consigue $NEED$: §Y$VAL$%§W;;;;;;;;;x;
ISSUE_MOVE_EFFECT;§Y$PERCENTAGE$%§W of pops move from §YFROM§W to §YTO§W;§Y$PERCENTAGE$%§W des POP emigrent de §YFROM§W vers §YTO§W;§Y$PERCENTAGE$%§W der Bevs ziehen von §YFROM§W nach §YTO§W um.;;Un §Y$PERCENTAGE$%§W de las POB se desplaza de §YFROM§W a §YTO§W;;;;;;;;;x;
ADD_WARGOAL_EFFECT;When we add this war goal, we will gain:;Si objectif de guerre ajoute, nous aurons :;Wenn wir dieses Kriegsziel hinzufugen, erhalten wir:;;Al anadir este objetivo belico, obtendremos:;;;;;;;;;x;
ADD_WARGOAL_SUCCESS;If we achive this war goal, we will gain:;Si objectif de guerre atteint, nous aurons :;Wenn wir dieses Kriegsziel erreichen, erhalten wir:;;Si logramos este objetivo belico, obtendremos:;;;;;;;;;x;
ADD_WARGOAL_FAILURE;If we fail to achive this war goal, we will gain:;Si objectif de guerre manque, nous aurons :;Wenn wir dieses Kriegsziel nicht erreichen, erhalten wir:;;Si fracasamos en este objetivo belico:;;;;;;;;;x;
WARDIALOG_TRUCE;Truce: ;Treve : ;Waffenruhe:;;Tregua: ;;;;;;;;;x;
WARDIALOG_NOCB;No casus belli: ;Pas de casus belli : ;Kein Kriegsgrund:;;Sin ?˜casus belli?? ;;;;;;;;;x;
DIPLOMACY_INFAMY2;Infamy: $VALUE$;Infamie : $VALUE$;Infamie: $VALUE$;;Infamia: $VALUE$;;;;;;;;;x;
DIPLOMACY_PRESTIGE2;Prestige: $VALUE$;Prestige : $VALUE$;Prestige: $VALUE$;;Prestigio: $VALUE$;;;;;;;;;x;
DIPLOMACY_MILITANCY2;Militancy: $VALUE$;Militantisme : $VALUE$;Militanz: $VALUE$;;Militancia: $VALUE$;;;;;;;;;x;
REMOVE_DIPLOMACY_WARDIALOG_ALLIES;§Y$COUNTRY$§W has the following allies:;§Y$COUNTRY$§W a les allies suivants :;§Y$COUNTRY$§W hat folgende Verbundete:;;§Y$COUNTRY$§W cuenta con los siguientes aliados:;;;;;;;;;x;
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;§Y$COUNTRY$§W has §Y$NUM$§W allies;§Y$COUNTRY$§W a §Y$NUM$§W allies;§Y$COUNTRY$§W hat §Y$NUM$§W Verbundete.;;§Y$COUNTRY$§W tiene §Y$NUM$§W aliados;;;;;;;;;x;
DIPLOMACY_WAR_HASTRUCE;§RWe have a truce with §Y$COUNTRY$§R until §Y$DATE$§R. Declaring war on them cause a significant hit to our international prestige;§RNous observons une treve avec §Y$COUNTRY$§R jusqu'a la date suivante : §Y$DATE$§W. Si nous declarons la guerre a ce pays, notre prestige international en patira.;§RWir haben Waffenruhe mit §Y$COUNTRY$§R bis §Y$DATE$§R. Wurden wir ihnen den Krieg erklaren, ware dies ein schwerer Schlag fur unser internationales Prestige.;;§RTenemos una tregua con §Y$COUNTRY$§R hasta el §Y$DATE$§R. Declararle la guerra tendra un efecto considerable sobre nuestro prestigio internacional.;;;;;;;;;x;
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;We gain §Y$NUM$§W influence in §Y$COUNTRY$§W each day;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W.;Wir erhalten in §Y$COUNTRY$§W taglich §Y$NUM$§W Einfluss.;;Obtenemos una influencia de §Y$NUM$§W en §Y$COUNTRY$§W cada dia;;;;;;;;;x;
NO_RELEASEABLE_NATIONS;We have no nations that we can grant sovereignty;Nous n'avons aucune nation a laquelle accorder la souverainete.;Wir haben keine Nationen, denen wir Souveranitat gewahren konnten.;;No tenemos naciones a las que podamos conceder la soberania;;;;;;;;;x;
DIPLOMACY_CALL_ALLIES_NOT_LEADER;We are not a leader of this war and cannot call our allies into it;§RN'etant pas meneur de cette guerre, nous ne pouvons pas faire appel a nos allies.§W;Wir sind nicht Anfuhrer dieses Kriegs und konnen daher unsere Verbundeten nicht zur Intervention auffordern.;;No somos lideres en esta guerra y no podemos involucrar a nuestros aliados en ella;;;;;;;;;x;
LEDGER_NEXT;Next;Suivant;Weiter;;Siguiente;;;;;;;;;x;
LEDGER_PREV;Previous;Precedent;Zuruck;;Anterior;;;;;;;;;x;
COUNTRYALERT_CanIncreaseOpinion;We can §YIncrease Opinion§W of our nation or add nations to our §YSphere of Influence§W:;Nous pouvons §Yameliorer l'opinion§W de notre nation ou ajouter des nations a notre §Ysphere d'influence§W :;Wir konnen eine §YMeinungssteigerung§W uber unsere Nation erwirken oder Nationen unserer §YEinflusssphare§W hinzufugen:;;Podemos §YMejorar la opinion§W de nuestra nacion o anadir naciones a nuestra §YEsfera de influencia§W:;;;;;;;;;x;
COUNTRYALERT_NO_CanIncreaseOpinion;We cannot increase the opinion of our nation or add nations to our §YSphere of Influence§W;Nous ne pouvons pas ameliorer l'opinion de notre nation ou ajouter des nations a notre §Ysphere d'influence§W.;Wir konnen die Meinung uber unsere Nation nicht steigern oder Nationen unserer §YEinflusssphare§W hinzufugen:;;No podemos mejorar la opinion de nuestra nacion o anadir naciones a nuestra §YEsfera de influencia§W;;;;;;;;;x;
COLONY_SUCCESS_LOG;We successfully colonized $TARGET$.;Nous avons reussi a coloniser $TARGET$.;Wir haben $TARGET$ erfolgreich kolonisiert.;;Hemos conseguido colonizar $TARGET$.;;;;;;;;;x;
COLONY_FAIL_LOG;$OTHER$ managed to to colonize $TARGET$ before us.;$OTHER$ a reussi a coloniser $TARGET$ avant nous.;$OTHER$ hat es geschafft, $TARGET$ vor uns zu kolonisieren.;;$OTHER$ ha conseguido colonizar $TARGET$ antes que nosotros.;;;;;;;;;x;
american_cultures;American Cultures;Cultures americaines;Amerikanische Kulturen;;Culturas americanas;;;;;;;;;x;
CANT_USE_LAST_WAR_GOALS;Selecting this war goal would end the war and can only be done in a peace deal with the war leader;La selection de cet objectif mettra fin a la guerre, mais necessite un accord de paix avec le meneur de guerre ennemi.;Die Auswahl dieses Kriegsziels wurde den Krieg beenden. Dies ist nur in einem Friedensvertrag mit dem Kriegsfuhrer moglich.;;Seleccionar este objetivo belico pondria fin a la guerra y solo puede llevarse a cabo en un acuerdo de paz con el lider de la guerra;;;;;;;;;x;
CANCELALLIANCE_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN3;Go to;Voir;Go to;Id? do;Ir alli;Andare;Menj ide:;Poejit na;;;;;;x;
TOPBAR_DEC_SPEED;Decrease Speed;Reduire la vitesse;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x;
fort;Fort;Fort;Fort;;Fuerte;;;;;;;;;x;
fort_short;Fort;fort;Fort;;Fuerte;;;;;;;;;x;
TOPBAR_DEC_SPEED;Decrease Speed;Reduire la vitesse;Geschwindigkeit reduzieren;;Disminuir velocidad;;;;;;;;;x;
IS_GREAT_NATION;Is Great Power;Est une Grande Puissance;Ist Grosmacht;;Es una gran potencia;;;;;;;;;x;
NO_DEMOTION;There will be no demotions this month.;Il n'y aura aucune retrogradation ce mois-ci.;Diesen Monat gibt es keine Degradierungen.;;Este mes no habra degradaciones.;;;;;;;;;x;
NO_PROMOTION;There will be no promotions this month.;Il n'y aura aucune promotion ce mois-ci.;Diesen Monat gibt es keine Beforderungen.;;Este mes no habra ascensos.;;;;;;;;;x;
INCREASEOPINION_THEY_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhoht;;Opinion mejorada;;;;;;;;;x;
INCREASEOPINION_WE_ACCEPT_MAP;Opinion increased;Opinion en hausse;Meinung erhoht;;Opinion mejorada;;;;;;;;;x;
DECREASEOPINION_THEY_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;Opinion empeorada;;;;;;;;;x;
DECREASEOPINION_WE_ACCEPT_MAP;Opinion decreased;Opinion en baisse;Meinung verringert;;Opinion empeorada;;;;;;;;;x;
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;Ajoute a la sphere;Zu Einflusssphare hinzugefugt;;Anadida a la esfera;;;;;;;;;x;
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;Ajoute a la sphere;Zu Einflusssphare hinzugefugt;;Anadida a la esfera;;;;;;;;;x;
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere;Retire de la sphere;Aus Einflusssphare entfernt;;Retirada de la esfera;;;;;;;;;x;
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere;Retire de la sphere;Aus Einflusssphare entfernt;;Retirada de la esfera;;;;;;;;;x;
INCREASERELATION_THEY_ACCEPT_MAP;Relation increased;Relation amelioree;Beziehung verbessert;;Relacion mejorada;;;;;;;;;x;
INCREASERELATION_WE_ACCEPT_MAP;Relation increased;Relation amelioree;Beziehung verbessert;;Relacion mejorada;;;;;;;;;x;
DECREASERELATION_THEY_ACCEPT_MAP;Relation decreased;Relation deterioree;Beziehung verschlechtert;;Relacion empeorada;;;;;;;;;x;
DECREASERELATION_WE_ACCEPT_MAP;Relation decreased;Relation deterioree;Beziehung verschlechtert;;Relacion empeorada;;;;;;;;;x;
WETARGET_DISCREDIT_MAP;Discredited!;Discredite !;In Verruf gebracht!;;!Desacreditado!;;;;;;;;;x;
WETARGET_EXPELADVISORS_MAP;Advisors expelled!;Conseillers expulses !;Berater ausgewiesen!;;!Consejeros expulsados!;;;;;;;;;x;
WETARGET_BANEMBASSY_MAP;Embassy banned!;Ambassade interdite !;Botschaft verbannt!;;!Embajada cerrada!;;;;;;;;;x;
WETARGET_DECREASEOPINION_MAP;Opinion decreased!;Opinion en baisse !;Meinung verringert!;;!Opinion empeorada!;;;;;;;;;x;
WETARGET_REMOVEFROMSPHERE_MAP;Removed from sphere!;Retire de la sphere !;Aus Einflusssphare entfernt!;;!Retirada de la esfera!;;;;;;;;;x;
WAR_GOOD_RELATION;Good relations(§Y$REL$§W) and average consciousness(§Y$CON$§W): ;Bonnes relations (§Y$REL$§W) et conscience nationale moyenne (§Y$CON$§W) : ;Gute Beziehungen (§Y$REL$§W) und durchschnittliches Bewusstsein (§Y$CON$§W):;;Buenas relaciones (§Y$REL$§W) y conciencia media (§Y$CON$§W): ;;;;;;;;;x;
make_slave;Create Slave State;Creer un Etat esclavagiste;Sklavereistaat erstellen;;Crear estado esclavista;;;;;;;;;x;
make_free;Create Free State;Creer un Etat libre;Freistaat erstellen;;Crear estado libre;;;;;;;;;x;
POP_OTHER_CULT;Other;Autres;Andere;;Otra;;;;;;;;;x;
BLOCKADED_PEACE;Blockaded;Sous blocus;Blockiert;;Bloqueada;;;;;;;;;x;
INCREASE_RELATION_MAX;We cannot get better relations with ;Nous ne pouvons pas entretenir de meilleures relations avec ;Keine besseren Beziehungen moglich zu;;No podemos mejorar mas las relaciones con ;;;;;;;;;x;
DECREASE_RELATION_MAX;We cannot get worse relations with ;Nous ne pouvons pas entretenir de pires relations avec ;Keine schlechteren Beziehungen moglich zu;;No podemos empeorar mas las relaciones con ;;;;;;;;;x;
BANKRUPTCY_SETUP;When we have a bankruptcy;Si nous faisons faillite;Wenn wir in Konkurs gehen;;Cuando tengamos una bancarrota;;;;;;;;;x;
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
BANKRUPTCY_1;A sad state of affairs!;Faillite !;Konkurs!;;!Bancarrota!;;;;;;;;;x;
BANKRUPTCY_2;We have been forced to declare bankrupcy.;Nous avons ete reduits a la faillite.;Wir wurden gezwungen, Konkurs anzumelden.;;Nos hemos visto obligados a declararnos en bancarrota.;;;;;;;;;x;
BANKRUPTCY_3;All our loans have been cleared,;Tous nos emprunts ont ete soldes,;Samtliche unserer Darlehen wurden geloscht,;;Todos nuestros prestamos han sido saldados,;;;;;;;;;x;
BANKRUPTCY_4;but this has caused great concern among our population;mais notre population est inquiete;aber dies hat unter unserer Bevolkerung grose Besorgnis hervorgerufen;;pero ello ha causado una gran preocupacion entre nuestra poblacion;;;;;;;;;x;
BANKRUPTCY_5;and we have lost much prestige in the eyes of the world.;et nous avons perdu une bonne partie de notre prestige aux yeux du reste du monde.;und wir haben in den Augen der Welt viel Prestige eingebust.;;y hemos perdido mucho prestigio a los ojos del mundo.;;;;;;;;;x;
BANKRUPTCY_6;In the future banks will be more hesitant to loan us money.;A l'avenir, les banques hesiteront a nous preter de l'argent.;In Zukunft werden uns Banken zogerlicher Geld leihen.;;En el futuro, los bancos seran mas reacios a prestarnos dinero.;;;;;;;;;x;
BANKRUPTCY_LOG;We went bankrupt.;Nous avons fait faillite.;Wir sind Konkurs gegangen.;;Nos hemos declarado en bancarrota.;;;;;;;;;x;
BANKRUPTCY_BTN1;This is not good;Mauvaise chose;Das ist nicht gut.;;No es buena cosa;;;;;;;;;x;
THEY_BANKRUPTCY_SETUP;another country has a bankruptcy;Un autre pays a fait faillite;ein anderes Land hat Konkurs angemeldet.;;Otro pais se ha declarado en bancarrota;;;;;;;;;x;
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;
THEY_BANKRUPTCY_1;Bankruptcy!;Faillite !;Konkurs!;;!Bancarrota!;;;;;;;;;x;
THEY_BANKRUPTCY_2;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x;
THEY_BANKRUPTCY_3;have been forced to declare bankrupcy.;a ete reduit a la faillite.;ist gezwungen worden, Konkurs anzumelden.;;se ha visto obligado a declararse en bancarrota.;;;;;;;;;x;
THEY_BANKRUPTCY_4;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_5;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_6;*;*;*;;*;;;;;;;;;x;
THEY_BANKRUPTCY_LOG;$COUNTRY$ went bankrupt.;$COUNTRY$ a fait faillite.;$COUNTRY$ ist Konkurs gegangen.;;$COUNTRY$ se ha declarado en bancarrota.;;;;;;;;;x;
THEY_BANKRUPTCY_BTN1;Ok;OK;Ok;;Aceptar;;;;;;;;;x;
LIT_CHANGE;Monthly Change;Evolution mensuelle;Monatliche Veranderung;;Cambio mensual;;;;;;;;;x;
precious_metal_desc;Precious Metals are not sold as normal goods but directly converted to money.;Contrairement aux autres marchandises, les metaux precieux ne se vendent pas. Ils sont directement convertis en monnaie.;Edelmetalle werden nicht als normale Guter verkauft, sondern direkt in Geld umgewandelt.;;Los metales preciosos no se venden como mercancias normales, sino que se convierten directamente en dinero.;;;;;;;;;x;
DIPLOMACY_CANNOT_SET_PRIO_BANNED;We cannot influence this nation since our embassy is banned;Nous ne pouvons pas influencer cette nation, car notre ambassade y est interdite.;Wir konnen diese Nation nicht beeinflussen, weil unsere Botschaft verbannt wurde.;;No podemos influir en esta nacion, ya que nuestra embajada ha sido cerrada;;;;;;;;;x;
BE_TECH;Technologies:;Technologies;Technologien:;;Tecnologias:;;;;;;;;;x;
BE_INVENT;Inventions:;Inventions;Erfindungen:;;Inventos:;;;;;;;;;x;
TOPBAR_DIPLOPOINTS_GAIN;We gain §Y$VALUE$§W diplomatic points each month;Nous gagnons §Y$VALUE$§W points de diplomatie par mois.;Wir erhalten monatlich §Y$VALUE$§W Diplomatiepunkte.;;Obtenemos §Y$VALUE$§W puntos de diplomacia cada mes;;;;;;;;;x;
